car,price,body,mileage,engV,engType,registration,year,model,drive,local da compra,regioes,Latitude,Longitude,data da compra,Ano de compra
Nissan,14999.0,crossover,70,2.0,Petrol,yes,2010,Qashqai,front,FL,Sul,27.766279,-81.686783,2023-04-16 16:32:09,2023
BMW,0.0,crossover,6,4.4,Petrol,yes,2016,X5 M,full,FL,Sul,27.766279,-81.686783,2023-03-01 09:04:37,2023
Toyota,6900.0,hatch,109,1.3,Gas,yes,2007,Yaris,front,KS,Desconhecido,38.5266,-96.726486,2023-05-20 16:59:21,2023
Volkswagen,24000.0,sedan,105,2.0,Diesel,yes,2012,Passat CC,front,IA,Norte,42.019842,-93.210526,2023-03-07 00:17:13,2023
Bogdan,4900.0,sedan,410,1.6,Gas,yes,2015,2110,front,CA,Oeste,36.116203,-119.681564,2023-05-05 09:41:13,2023
Toyota,9950.0,sedan,142,1.8,Petrol,yes,2008,Avensis,front,LA,Sul,31.169546,-91.867805,2023-03-14 01:43:32,2023
Mitsubishi,6500.0,sedan,133,1.6,Petrol,yes,2007,Lancer,front,AK,Oeste,61.370716,-149.493686,2023-11-06 01:06:01,2023
Hyundai,27800.0,crossover,93,3.0,Diesel,yes,2012,ix55 (Veracruz),full,AR,Sul,34.969704,-92.373123,2023-11-29 13:57:27,2023
Fiat,9200.0,vagon,67,1.4,Petrol,yes,2013,Doblo ïàññ.,front,AZ,Oeste,33.729759,-111.431221,2023-10-10 14:26:15,2023
Daewoo,4600.0,sedan,35,1.3,Petrol,yes,2013,Sens,front,OR,Oeste,33.004106,-116.418468,2023-07-18 04:51:33,2023
Audi,3500.0,sedan,1,2.0,Other,yes,1988,90,front,TN,Sul,35.747845,-86.692345,2023-12-11 07:44:49,2023
Mazda,7500.0,sedan,170,2.0,Petrol,yes,2005,3,,IL,Leste,40.298904,-87.43114,2023-10-25 15:38:25,2023
Citroen,7700.0,hatch,39,1.0,Petrol,yes,2012,C1,front,RI,Norte,41.680893,-71.51178,2023-08-21 06:11:49,2023
Fiat,6600.0,van,87,1.3,Diesel,yes,2012,Doblo ãðóç.,front,MN,Norte,44.299782,-93.774173,2023-05-28 17:12:08,2023
Kia,9850.0,van,82,2.0,Petrol,yes,2009,Carens,,MT,Norte,46.116203,-112.869665,2023-10-20 00:14:59,2023
Hyundai,20700.0,sedan,18,2.4,Gas,yes,2014,Sonata,front,MD,Sul,39.063946,-76.802101,2023-08-16 08:42:58,2023
Chevrolet,5300.0,sedan,196,1.5,Other,yes,2007,Aveo,front,CO,Oeste,39.059811,-105.311104,2023-07-31 02:35:28,2023
BYD,6000.0,sedan,64,1.6,Gas,yes,2008,F3,front,AZ,Oeste,33.729759,-111.431221,2023-10-18 22:08:12,2023
Ford,11950.0,van,60,1.5,Diesel,yes,2015,Courier,front,SD,Norte,44.299782,-99.438828,2023-02-28 10:43:56,2023
Alfa Romeo,15300.0,sedan,62,2.2,Petrol,yes,2009,159,front,MO,Desconhecido,36.116203,-89.831988,2023-07-30 11:14:58,2023
Moskvich-AZLK,400.0,sedan,1,10.0,Petrol,yes,1985,2140,rear,KS,Desconhecido,38.5266,-96.726486,2023-12-23 07:14:13,2023
Nissan,19999.0,crossover,45,2.0,Petrol,yes,2013,X-Trail,full,SC,Sul,33.856892,-80.945007,2023-03-19 14:01:27,2023
Peugeot,9600.0,van,66,1.6,Diesel,yes,2014,Partner ãðóç.,front,NV,Oeste,38.313515,-117.055374,2023-10-29 18:54:39,2023
Chrysler,2700.0,van,111,2.5,Diesel,no,2003,Grand Voyager,front,KS,Desconhecido,38.5266,-96.726486,2023-02-16 04:09:43,2023
VAZ,2000.0,sedan,42,1.5,Petrol,yes,1987,2108,,ME,Norte,44.693947,-69.381927,2023-12-18 14:24:59,2023
Honda,8700.0,sedan,150,1.8,Petrol,yes,2008,Civic,front,CT,Norte,41.597782,-72.755371,2023-05-09 03:15:01,2023
BMW,47000.0,other,5,2.0,Petrol,yes,2014,Z4,rear,CO,Oeste,39.059811,-105.311104,2023-02-28 17:30:13,2023
VAZ,1950.0,other,25,1.5,Gas,yes,1998,2109,front,MO,Desconhecido,36.116203,-89.831988,2023-10-28 03:07:47,2023
Fiat,8500.0,van,200,2.0,Diesel,yes,2007,Scudo ïàññ.,front,AZ,Oeste,33.729759,-111.431221,2023-07-17 13:40:14,2023
ZAZ,899.0,other,15,1.2,Petrol,yes,1991,968,rear,HI,Oeste,21.094318,-157.498337,2023-06-25 20:04:18,2023
Chevrolet,5700.0,sedan,80,1.5,Petrol,yes,2007,Aveo,front,PA,Leste,40.590752,-77.209755,2023-11-20 09:05:04,2023
Mercedes-Benz,19900.0,other,52,1.8,Petrol,yes,2007,SLK 200,rear,IN,Leste,36.278726,-86.302264,2023-06-02 22:59:12,2023
Citroen,4999.0,vagon,200,1.6,Diesel,yes,2008,Berlingo ïàññ.,front,MT,Norte,46.116203,-112.869665,2023-07-23 09:31:18,2023
Opel,5300.0,hatch,1,2.0,Gas,yes,1997,Vectra B,front,NH,Norte,43.452492,-71.563896,2023-08-26 19:04:19,2023
Audi,3700.0,hatch,420,2.0,Diesel,no,2004,A3,front,OH,Leste,40.388783,-82.764915,2023-03-07 21:10:08,2023
Volkswagen,10800.0,van,156,1.6,Diesel,yes,2012,Caddy ãðóç.,front,SC,Sul,33.856892,-80.945007,2023-06-09 13:18:00,2023
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla,front,CT,Norte,41.597782,-72.755371,2023-03-01 06:31:58,2023
Opel,5700.0,sedan,170,1.4,Gas,yes,2005,Astra G,front,HI,Oeste,21.094318,-157.498337,2023-11-17 00:14:57,2023
UAZ,5500.0,crossover,20,3.0,Gas,yes,1972,469,full,TN,Sul,35.747845,-86.692345,2023-08-06 11:42:27,2023
Chrysler,4250.0,sedan,197,2.7,Petrol,yes,2004,Sebring,front,WY,Oeste,42.755966,-107.30249,2023-08-05 03:20:11,2023
Volkswagen,13500.0,sedan,104,1.8,Petrol,yes,2010,Passat B6,front,OH,Leste,40.388783,-82.764915,2023-08-09 11:33:49,2023
VAZ,3100.0,sedan,187,1.6,Petrol,yes,2007,21099,front,AZ,Oeste,33.729759,-111.431221,2023-12-22 06:50:49,2023
Mitsubishi,9000.0,crossover,200,2.0,Gas,yes,2006,Outlander,full,WV,Sul,38.491226,-80.954522,2023-01-14 20:39:05,2023
Mercedes-Benz,8300.0,sedan,233,3.2,Diesel,yes,2001,320,rear,IA,Norte,42.019842,-93.210526,2023-09-04 10:40:47,2023
Skoda,8400.0,sedan,110,1.6,Petrol,yes,2008,Octavia Tour,front,WY,Oeste,42.755966,-107.30249,2023-04-07 13:53:37,2023
Volkswagen,9300.0,van,154,2.0,Gas,yes,2010,Caddy ïàññ.,front,NY,Leste,40.298904,-74.521011,2023-05-02 21:03:11,2023
ZAZ,1800.0,sedan,120,1.2,Petrol,yes,2008,1103 Ñëàâóòà,front,NY,Leste,40.298904,-74.521011,2023-10-26 00:56:46,2023
Toyota,14700.0,hatch,98,1.6,Gas,yes,2013,Auris,front,WI,Norte,43.351915,-88.825217,2023-04-27 16:47:18,2023
Mercedes-Benz,42500.0,sedan,140,5.5,Petrol,yes,2011,S 500,full,AL,Sul,32.806671,-86.79113,2023-02-13 16:46:01,2023
Nissan,3700.0,sedan,250,2.0,Other,yes,1995,Maxima,rear,NH,Norte,43.452492,-71.563896,2023-11-22 13:37:11,2023
Audi,30500.0,vagon,152,3.0,Diesel,yes,2012,A6,full,NM,Oeste,34.423698,-106.445356,2023-05-21 03:13:11,2023
Mercedes-Benz,23500.0,van,161,2.2,Diesel,yes,2011,Vito ïàññ.,full,DE,Sul,38.665721,-75.755137,2023-01-28 04:02:07,2023
SsangYong,10900.0,crossover,183,2.7,Diesel,yes,2006,Rexton,full,NH,Norte,43.452492,-71.563896,2023-12-08 08:11:33,2023
Chevrolet,8000.0,sedan,49,1.5,Petrol,yes,2011,Aveo,front,KY,Sul,37.66814,-84.670067,2023-06-04 09:27:58,2023
Volkswagen,34500.0,crossover,108,3.0,Diesel,yes,2012,Touareg,full,RI,Norte,41.680893,-71.51178,2023-11-27 18:54:10,2023
Audi,0.0,sedan,166,3.0,Gas,yes,2005,A6,full,KY,Sul,37.66814,-84.670067,2023-06-12 00:36:48,2023
VAZ,2500.0,sedan,82,1.5,Petrol,yes,2007,2107,rear,FL,Sul,27.766279,-81.686783,2023-04-11 15:58:43,2023
Opel,10800.0,van,220,2.0,Diesel,yes,2006,Vivaro ïàññ.,front,TN,Sul,35.747845,-86.692345,2023-03-20 23:37:03,2023
Nissan,16990.0,crossover,70,1.6,Petrol,yes,2014,Juke,front,FL,Sul,27.766279,-81.686783,2023-08-01 20:35:19,2023
Peugeot,9500.0,vagon,123,1.6,Other,yes,2008,Partner ïàññ.,front,OK,Sul,36.820746,-95.929594,2023-05-19 04:41:01,2023
Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001,E-Class,rear,MI,Norte,42.874721,-86.251989,2023-05-19 06:47:04,2023
BMW,0.0,sedan,145,2.0,Diesel,yes,2007,320,rear,PA,Leste,40.590752,-77.209755,2023-10-06 15:17:34,2023
Audi,14300.0,sedan,175,3.0,Petrol,yes,2006,A6,full,VA,Sul,38.003385,-79.458786,2023-02-22 20:24:01,2023
Toyota,17500.0,hatch,45,1.6,Petrol,yes,2014,Auris,front,AL,Sul,32.806671,-86.79113,2023-11-12 05:21:43,2023
Mitsubishi,12300.0,other,175,2.5,Diesel,yes,2008,L 200,full,TX,Sul,31.054487,-97.563461,2023-09-13 11:53:06,2023
Mercedes-Benz,16555.0,sedan,159,3.5,Gas,yes,2006,CLS 350,rear,NC,Sul,35.630066,-79.806419,2023-09-19 01:07:44,2023
Citroen,6700.0,van,108,1.6,Diesel,yes,2007,Berlingo ïàññ.,front,NV,Oeste,38.313515,-117.055374,2023-07-09 21:36:15,2023
Renault,4299.0,vagon,300,1.5,Diesel,yes,2003,Kangoo ïàññ.,front,CO,Oeste,39.059811,-105.311104,2023-12-14 08:14:48,2023
Volvo,5999.0,sedan,168,2.0,Petrol,yes,2000,S80,front,TX,Sul,31.054487,-97.563461,2023-03-01 03:49:06,2023
Mitsubishi,6800.0,sedan,82,2.0,Petrol,yes,2007,Lancer,,LA,Sul,31.169546,-91.867805,2023-02-16 13:35:07,2023
Volkswagen,10900.0,sedan,136,1.8,Petrol,yes,2008,Passat B6,front,CT,Norte,41.597782,-72.755371,2023-10-26 18:59:46,2023
Skoda,10500.0,sedan,170,1.8,Gas,yes,2008,Superb,front,NH,Norte,43.452492,-71.563896,2023-08-08 10:04:19,2023
Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,full,IN,Leste,36.278726,-86.302264,2023-07-03 23:05:47,2023
Mitsubishi,11100.0,crossover,119,2.4,Gas,yes,2008,Outlander,,TN,Sul,35.747845,-86.692345,2023-09-29 03:07:12,2023
Audi,21000.0,sedan,210,4.2,Petrol,yes,2009,A8,full,NE,Desconhecido,41.12537,-98.268082,2023-06-19 01:18:16,2023
Skoda,10200.0,hatch,180,1.9,Diesel,yes,2008,Octavia A5,front,PA,Leste,40.590752,-77.209755,2023-11-16 02:09:32,2023
Citroen,19900.0,hatch,103,1.6,Diesel,yes,2012,DS5,front,OH,Leste,40.388783,-82.764915,2023-08-25 05:45:59,2023
Audi,20500.0,sedan,106,1.8,Petrol,yes,2011,A4,front,LA,Sul,31.169546,-91.867805,2023-11-26 09:46:52,2023
Peugeot,12500.0,hatch,80,1.4,Diesel,yes,2013,208,front,VA,Sul,38.003385,-79.458786,2023-03-16 15:00:35,2023
Mitsubishi,17499.0,crossover,149,3.0,Gas,yes,2008,Pajero Wagon,full,WY,Oeste,42.755966,-107.30249,2023-05-11 12:35:31,2023
MINI,11950.0,hatch,150,1.6,Petrol,yes,2008,Cooper S,front,AL,Sul,32.806671,-86.79113,2023-03-06 08:25:04,2023
Nissan,6750.0,hatch,150,1.4,Petrol,yes,2008,Note,front,AL,Sul,32.806671,-86.79113,2023-10-13 12:38:45,2023
Renault,7300.0,vagon,200,1.5,Diesel,yes,2008,Megane,front,AL,Sul,32.806671,-86.79113,2023-05-10 22:02:05,2023
Mercedes-Benz,20900.0,other,250,3.2,Diesel,yes,2007,ML 320,full,TX,Sul,31.054487,-97.563461,2023-07-13 10:06:56,2023
Hyundai,13000.0,sedan,6,1.4,Petrol,yes,2012,Accent,front,KY,Sul,37.66814,-84.670067,2023-06-02 21:07:52,2023
VAZ,537.225,sedan,87,1.5,Petrol,yes,1994,2105,rear,MN,Norte,44.299782,-93.774173,2023-01-02 19:25:51,2023
Nissan,7800.0,hatch,85,1.6,Other,yes,2008,TIIDA,full,UT,Oeste,40.150032,-111.862434,2023-07-07 03:46:22,2023
Mitsubishi,7700.0,sedan,139,1.5,Petrol,yes,2008,Lancer X,front,IN,Leste,36.278726,-86.302264,2023-06-13 12:59:46,2023
Mercedes-Benz,7600.0,sedan,384,2.8,Petrol,yes,2000,E-Class,rear,IN,Leste,36.278726,-86.302264,2023-04-09 11:16:07,2023
Subaru,11800.0,crossover,160,2.0,Petrol,yes,2008,Forester,full,AK,Oeste,61.370716,-149.493686,2023-09-29 10:55:21,2023
Subaru,38900.0,crossover,1,2.0,Diesel,yes,2016,Forester,full,CO,Oeste,39.059811,-105.311104,2023-03-09 21:48:17,2023
Mercedes-Benz,0.0,sedan,20,3.0,Diesel,yes,2015,S 350,full,LA,Sul,31.169546,-91.867805,2023-10-02 20:49:47,2023
Mercedes-Benz,0.0,sedan,42,3.0,Diesel,yes,2014,S 350,full,NE,Desconhecido,41.12537,-98.268082,2023-11-04 08:19:53,2023
Porsche,68000.0,crossover,38,4.8,Petrol,yes,2012,Cayenne,full,KS,Desconhecido,38.5266,-96.726486,2023-12-23 00:30:52,2023
Skoda,6000.0,hatch,145,1.2,Gas,yes,2008,Fabia,front,PA,Leste,40.590752,-77.209755,2023-09-05 02:45:33,2023
Citroen,10800.0,van,41,1.6,Petrol,yes,2012,C3 Picasso,front,KS,Desconhecido,38.5266,-96.726486,2023-02-25 16:33:22,2023
Citroen,11800.0,hatch,62,1.6,Gas,yes,2012,C4,front,NH,Norte,43.452492,-71.563896,2023-12-13 14:19:48,2023
Peugeot,7100.0,van,170,1.6,Diesel,yes,2011,Partner ãðóç.,front,MT,Norte,46.116203,-112.869665,2023-01-27 02:48:03,2023
Ford,1300.0,hatch,345,2.0,Gas,yes,1986,Scorpio,rear,IA,Norte,42.019842,-93.210526,2023-12-20 23:45:21,2023
Volkswagen,31500.0,crossover,1,2.0,Petrol,yes,2014,Tiguan,full,CT,Norte,41.597782,-72.755371,2023-11-06 09:17:28,2023
Peugeot,9350.0,hatch,118,1.6,Diesel,yes,2012,308,front,LA,Sul,31.169546,-91.867805,2023-11-26 15:43:25,2023
BMW,11900.0,sedan,1,2.8,Petrol,yes,2002,528,rear,TX,Sul,31.054487,-97.563461,2023-04-29 12:23:40,2023
Nissan,15000.0,other,96,3.5,Petrol,yes,2008,Altima,front,CO,Oeste,39.059811,-105.311104,2023-08-22 17:41:39,2023
VAZ,3250.0,sedan,125,1.5,Gas,yes,2006,21099,front,GA,Sul,33.040619,-83.643074,2023-06-14 14:11:32,2023
VAZ,2650.0,sedan,101,1.5,Petrol,yes,2005,21099,front,IA,Norte,42.019842,-93.210526,2023-03-15 00:07:57,2023
VAZ,2400.0,vagon,187,1.5,Petrol,yes,2000,2111,front,NV,Oeste,38.313515,-117.055374,2023-11-22 18:44:49,2023
VAZ,2950.0,hatch,167,1.5,Gas,yes,2005,2114,front,WY,Oeste,42.755966,-107.30249,2023-09-13 19:50:26,2023
Volkswagen,11700.0,van,185,1.4,Petrol,yes,2008,Cross Touran,front,WY,Oeste,42.755966,-107.30249,2023-12-17 18:38:43,2023
Skoda,8200.0,sedan,1,18.0,Gas,yes,2005,Superb,,CT,Norte,41.597782,-72.755371,2023-05-21 18:25:33,2023
VAZ,1500.0,sedan,200,1.5,Petrol,yes,2000,2105,rear,IA,Norte,42.019842,-93.210526,2023-06-27 09:57:04,2023
Audi,27300.0,other,65,2.0,Petrol,yes,2011,TT,full,MS,Sul,32.321384,-89.251388,2023-02-15 16:27:27,2023
Hyundai,34500.0,crossover,0,2.0,Diesel,yes,2016,Tucson,full,OR,Oeste,33.004106,-116.418468,2023-12-12 03:05:38,2023
VAZ,2850.0,sedan,94,1.6,Petrol,yes,2007,1118,front,WY,Oeste,42.755966,-107.30249,2023-12-29 08:39:06,2023
Nissan,16000.0,crossover,54,1.6,Petrol,yes,2013,Juke,front,MA,Norte,42.230171,-71.530106,2023-09-14 12:21:18,2023
Hyundai,18000.0,crossover,55,2.0,Petrol,yes,2012,IX35,full,MS,Sul,32.321384,-89.251388,2023-06-05 09:46:46,2023
Volkswagen,22000.0,crossover,123,3.0,Diesel,yes,2009,Touareg,full,LA,Sul,31.169546,-91.867805,2023-06-11 13:42:39,2023
Suzuki,14000.0,crossover,81,2.4,Petrol,yes,2009,Grand Vitara,full,TN,Sul,35.747845,-86.692345,2023-05-04 04:48:32,2023
Mitsubishi,16000.0,crossover,59,,Petrol,yes,2012,ASX,front,WV,Sul,38.491226,-80.954522,2023-09-22 20:37:11,2023
Bentley,547800.0,sedan,0,6.75,Petrol,yes,2016,Mulsanne,rear,MD,Sul,39.063946,-76.802101,2023-09-20 18:04:05,2023
VAZ,3500.0,sedan,105,1.6,Gas,yes,2008,1118,front,TX,Sul,31.054487,-97.563461,2023-09-03 19:23:06,2023
Chevrolet,4999.0,sedan,117,1.6,Petrol,yes,2008,Aveo,front,IA,Norte,42.019842,-93.210526,2023-11-28 01:11:52,2023
Mitsubishi,24000.0,crossover,20,2.5,Diesel,yes,2013,Pajero Sport,full,NV,Oeste,38.313515,-117.055374,2023-04-20 02:42:36,2023
VAZ,2000.0,hatch,162,1.5,Gas,yes,2001,21093,front,KY,Sul,37.66814,-84.670067,2023-12-05 12:49:46,2023
Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008,Passat B6,front,ID,Oeste,44.299782,-114.74204,2023-11-16 20:53:39,2023
Peugeot,7400.0,hatch,145,2.0,Gas,yes,2006,307,front,TX,Sul,31.054487,-97.563461,2023-10-15 11:07:09,2023
Renault,9700.0,van,152,2.0,Diesel,yes,2010,Trafic ãðóç.,front,DE,Sul,38.665721,-75.755137,2023-09-13 17:00:04,2023
Skoda,5600.0,vagon,174,1.4,Petrol,yes,2001,Fabia,front,CT,Norte,41.597782,-72.755371,2023-12-14 02:04:25,2023
VAZ,1999.0,hatch,10,1.3,Petrol,yes,1993,2109,front,VA,Sul,38.003385,-79.458786,2023-02-08 12:29:55,2023
Moskvich-AZLK,550.0,sedan,30,99.99,Petrol,yes,1971,412,rear,AL,Sul,32.806671,-86.79113,2023-02-05 07:37:21,2023
Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001,E-Class,rear,MD,Sul,39.063946,-76.802101,2023-08-02 18:23:29,2023
Chevrolet,6999.0,hatch,113,1.8,Other,yes,2007,Lacetti,front,IN,Leste,36.278726,-86.302264,2023-03-10 10:00:28,2023
Land Rover,46900.0,crossover,50,5.0,Petrol,yes,2012,Range Rover,full,HI,Oeste,21.094318,-157.498337,2023-04-29 06:23:57,2023
Mercedes-Benz,24990.0,sedan,85,5.5,Petrol,yes,2008,S 500,full,NJ,Leste,40.298904,-74.521011,2023-06-29 13:15:35,2023
Mercedes-Benz,8400.0,other,457,5.0,Gas,yes,1996,S 140,rear,IL,Leste,40.298904,-87.43114,2023-01-21 04:34:14,2023
Alfa Romeo,2300.0,sedan,94,1.8,Petrol,no,2000,156,front,MS,Sul,32.321384,-89.251388,2023-02-13 09:12:12,2023
Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005,Touareg,full,WV,Sul,38.491226,-80.954522,2023-08-10 07:47:26,2023
Citroen,14222.0,van,42,1.6,Diesel,yes,2015,Berlingo ïàññ.,front,OK,Sul,36.820746,-95.929594,2023-12-12 02:15:07,2023
Opel,3800.0,sedan,327,1.8,Petrol,yes,1998,Vectra B,front,SC,Sul,33.856892,-80.945007,2023-12-14 00:42:26,2023
Porsche,36999.0,crossover,112,3.0,Diesel,yes,2010,Cayenne,full,IL,Leste,40.298904,-87.43114,2023-07-06 04:02:05,2023
Hyundai,9650.0,crossover,170,2.0,Diesel,yes,2006,Tucson,full,KY,Sul,37.66814,-84.670067,2023-03-11 15:52:51,2023
Kia,8500.0,sedan,150,2.0,Gas,yes,2008,Magentis,front,IL,Leste,40.298904,-87.43114,2023-11-17 09:35:54,2023
Infiniti,42000.0,crossover,33,3.7,Petrol,yes,2014,QX70,full,MI,Norte,42.874721,-86.251989,2023-05-30 22:21:31,2023
Mercedes-Benz,7300.0,hatch,176,1.4,Petrol,yes,2004,A 140,front,LA,Sul,31.169546,-91.867805,2023-04-27 00:57:50,2023
Kia,3300.0,van,300,2.2,Diesel,yes,1998,Besta,rear,NJ,Leste,40.298904,-74.521011,2023-05-17 07:27:07,2023
BMW,17800.0,vagon,159,3.0,Diesel,yes,2008,530,rear,SC,Sul,33.856892,-80.945007,2023-01-07 09:11:04,2023
Hyundai,15450.0,crossover,63,2.0,Petrol,yes,2011,Tucson,full,CT,Norte,41.597782,-72.755371,2023-11-29 23:02:27,2023
Subaru,17000.0,sedan,115,2.0,Other,yes,2004,Impreza WRX STI,full,CA,Oeste,36.116203,-119.681564,2023-07-30 03:30:48,2023
Alfa Romeo,12000.0,sedan,150,2.2,Petrol,yes,2008,159,front,IA,Norte,42.019842,-93.210526,2023-07-23 14:36:39,2023
Ford,9900.0,van,213,2.2,Diesel,yes,2012,Transit ãðóç.,front,PA,Leste,40.590752,-77.209755,2023-12-03 02:19:51,2023
Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995,Corolla,front,IN,Leste,36.278726,-86.302264,2023-11-07 01:14:06,2023
Kia,9300.0,sedan,163,3.5,Petrol,yes,2006,Opirus,front,PA,Leste,40.590752,-77.209755,2023-05-03 06:56:16,2023
Suzuki,10800.0,hatch,85,1.6,Petrol,yes,2011,SX4,front,UT,Oeste,40.150032,-111.862434,2023-07-08 20:09:43,2023
Mazda,1500.0,sedan,1,2.0,Gas,yes,1986,626,front,SD,Norte,44.299782,-99.438828,2023-07-03 09:25:48,2023
Peugeot,8300.0,other,211,3.0,Gas,yes,2006,407,front,KY,Sul,37.66814,-84.670067,2023-08-16 09:36:51,2023
Lincoln,6500.0,other,59,4.6,Petrol,yes,1995,Town Car,rear,RI,Norte,41.680893,-71.51178,2023-04-12 11:46:24,2023
Audi,13300.0,sedan,207,4.2,Petrol,yes,2004,A8,full,CA,Oeste,36.116203,-119.681564,2023-01-12 16:15:42,2023
Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,full,MA,Norte,42.230171,-71.530106,2023-06-22 00:15:08,2023
Skoda,6500.0,hatch,265,1.8,Gas,yes,2002,Octavia,front,MD,Sul,39.063946,-76.802101,2023-04-04 15:10:06,2023
Mercedes-Benz,0.0,van,273,2.9,Diesel,yes,2001,Sprinter 310 ïàññ.,,AL,Sul,32.806671,-86.79113,2023-07-16 08:06:07,2023
ZAZ,7898.319,sedan,3,1.5,Other,yes,2014,Vida,front,MI,Norte,42.874721,-86.251989,2023-03-31 22:16:53,2023
ZAZ,7039.5,sedan,9,1.5,Gas,yes,2015,Lanos,front,UT,Oeste,40.150032,-111.862434,2023-03-14 07:28:49,2023
VAZ,4800.0,sedan,80,1.6,Petrol,yes,2011,2110,front,MS,Sul,32.321384,-89.251388,2023-07-02 06:13:47,2023
Mitsubishi,5700.0,sedan,176,1.6,Petrol,yes,2004,Lancer,front,DE,Sul,38.665721,-75.755137,2023-06-26 08:28:01,2023
Daewoo,2999.0,sedan,225,2.0,Gas,yes,1998,Leganza,front,MA,Norte,42.230171,-71.530106,2023-01-09 13:07:38,2023
Ford,8700.0,hatch,84,1.6,Petrol,yes,2010,Fusion,front,MS,Sul,32.321384,-89.251388,2023-02-15 06:17:33,2023
Mercedes-Benz,17600.0,sedan,174,4.0,Diesel,yes,2005,S 400,rear,ID,Oeste,44.299782,-114.74204,2023-05-09 16:45:02,2023
Hyundai,12500.0,sedan,50,1.6,Petrol,yes,2013,Elantra,front,NE,Desconhecido,41.12537,-98.268082,2023-11-17 08:16:48,2023
Volvo,4800.0,sedan,200,2.3,Gas,yes,1995,850,front,TN,Sul,35.747845,-86.692345,2023-12-05 03:27:02,2023
Mercedes-Benz,35000.0,other,147,6.0,Petrol,yes,2001,S 600,rear,ND,Norte,47.528912,-99.784012,2023-09-29 18:05:54,2023
Opel,8700.0,van,305,1.9,Diesel,yes,2005,Vivaro ïàññ.,front,NH,Norte,43.452492,-71.563896,2023-08-14 03:24:53,2023
Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001,Carisma,front,NC,Sul,35.630066,-79.806419,2023-11-26 19:45:20,2023
Renault,7650.0,van,151,1.5,Diesel,yes,2012,Kangoo ãðóç.,front,LA,Sul,31.169546,-91.867805,2023-01-15 16:44:39,2023
Mercedes-Benz,12200.0,other,287,3.2,Petrol,yes,2000,ML 320,full,ND,Norte,47.528912,-99.784012,2023-07-01 12:26:26,2023
Great Wall,9800.0,crossover,47,2.4,Gas,yes,2008,Hover,full,WY,Oeste,42.755966,-107.30249,2023-12-12 00:38:11,2023
Volkswagen,12850.0,crossover,200,2.5,Diesel,yes,2006,Touareg,full,LA,Sul,31.169546,-91.867805,2023-05-25 18:31:35,2023
Volkswagen,15200.0,crossover,58,2.0,Petrol,yes,2008,Tiguan,full,VA,Sul,38.003385,-79.458786,2023-10-04 10:44:36,2023
Mercedes-Benz,39000.0,crossover,195,5.0,Gas,yes,2002,G 500,full,DE,Sul,38.665721,-75.755137,2023-01-20 07:19:30,2023
Hyundai,9800.0,crossover,66,2.0,Petrol,yes,2007,Tucson,front,UT,Oeste,40.150032,-111.862434,2023-06-07 14:15:09,2023
Infiniti,23999.0,other,40,3.7,Petrol,yes,2008,G37,rear,WI,Norte,43.351915,-88.825217,2023-10-24 18:20:11,2023
Renault,7200.0,sedan,69,1.4,Petrol,yes,2012,Symbol,front,AK,Oeste,61.370716,-149.493686,2023-09-02 08:11:22,2023
Mazda,10200.0,sedan,67,1.6,Petrol,yes,2009,3,front,IL,Leste,40.298904,-87.43114,2023-06-08 17:11:36,2023
Seat,7500.0,hatch,71,1.2,Petrol,yes,2010,Ibiza,front,TN,Sul,35.747845,-86.692345,2023-09-07 09:37:13,2023
Hyundai,10900.0,sedan,115,2.0,Other,yes,2008,Sonata,front,ID,Oeste,44.299782,-114.74204,2023-10-04 01:40:43,2023
Volkswagen,8900.0,van,169,1.9,Diesel,yes,2008,Caddy ïàññ.,front,CA,Oeste,36.116203,-119.681564,2023-07-18 05:03:16,2023
VAZ,1250.0,sedan,150,1.3,Petrol,yes,1989,2105,rear,ID,Oeste,44.299782,-114.74204,2023-04-29 06:20:08,2023
BMW,32500.0,vagon,162,3.0,Diesel,yes,2012,530,rear,ID,Oeste,44.299782,-114.74204,2023-09-17 17:44:15,2023
Opel,2150.0,hatch,300,1.8,Gas,yes,1987,Kadett,front,OR,Oeste,33.004106,-116.418468,2023-08-02 16:01:30,2023
Mercedes-Benz,39900.0,other,88,6.2,Petrol,yes,2008,CL 63 AMG,rear,MN,Norte,44.299782,-93.774173,2023-07-14 13:17:41,2023
Renault,13500.0,van,198,1.5,Diesel,yes,2012,Grand Scenic,front,SC,Sul,33.856892,-80.945007,2023-04-13 09:38:12,2023
Volkswagen,10200.0,van,153,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front,NY,Leste,40.298904,-74.521011,2023-06-16 08:02:53,2023
